999,Seville Spain,,1,37.377,-5.926,  21
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,14.4,E,8,11.5,E,8,83,E,8,1010,E,8,263,E,8,1.1,E,8,-9990,0,0,-9990,0,0,2.074,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,13.9,E,8,9.0,E,8,72,E,8,1010,E,8,252,E,8,0.6,E,8,-9990,0,0,-9990,0,0,1.748,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,13.4,E,8,9.1,E,8,75,E,8,1010,E,8,249,E,8,0.4,E,8,-9990,0,0,-9990,0,0,1.758,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,13.1,E,8,9.2,E,8,77,E,8,1010,E,8,265,E,8,0.7,E,8,-9990,0,0,-9990,0,0,1.767,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,12.9,E,8,9.0,E,8,77,E,8,1010,E,8,263,E,8,0.7,E,8,-9990,0,0,-9990,0,0,1.736,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,12.6,E,8,8.8,E,8,77,E,8,1010,E,8,252,E,8,1.1,E,8,-9990,0,0,-9990,0,0,1.712,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,5,E,8,12.4,E,8,9.0,E,8,80,E,8,1010,E,8,276,E,8,0.6,E,8,-9990,0,0,-9990,0,0,1.746,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,12.2,E,8,9.8,E,8,85,E,8,1010,E,8,237,E,8,1.6,E,8,-9990,0,0,-9990,0,0,1.838,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,09:00,5,199,0,3,10,0,3,20,0,3,10,65,3,10,11,3,20,65,3,10,-9990,0,0,6,E,8,6,E,8,12.2,E,8,9.8,E,8,85,E,8,1010,E,8,259,E,8,1.1,E,8,-9990,0,0,-9990,0,0,1.840,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,10:00,193,1412,76,3,10,179,3,20,52,3,10,8108,3,10,10063,3,20,6729,3,10,-9990,0,0,6,E,8,6,E,8,13.5,E,8,10.2,E,8,80,E,8,1010,E,8,298,E,8,3.4,E,8,-9990,0,0,-9990,0,0,1.892,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,11:00,405,1412,196,3,10,313,3,20,107,3,10,21102,3,10,25859,3,20,13687,3,10,-9990,0,0,6,E,8,5,E,8,15.2,E,8,10.8,E,8,75,E,8,1010,E,8,95,E,8,2.3,E,8,-9990,0,0,-9990,0,0,1.969,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,12:00,566,1412,304,3,10,417,3,20,137,3,10,32547,3,10,31258,3,20,20020,3,10,-9990,0,0,5,E,8,4,E,8,16.7,E,8,11.0,E,8,69,E,8,1010,E,8,271,E,8,2.1,E,8,-9990,0,0,-9990,0,0,2.001,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,13:00,665,1412,384,3,10,487,3,20,154,3,10,41511,3,10,39665,3,20,22819,3,10,-9990,0,0,5,E,8,4,E,8,18.1,E,8,11.5,E,8,65,E,8,1010,E,8,235,E,8,2.6,E,8,-9990,0,0,-9990,0,0,2.082,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,14:00,696,1412,402,3,10,449,3,20,180,3,10,43047,3,10,34104,3,20,26221,3,10,-9990,0,0,5,E,8,4,E,8,19.1,E,8,11.7,E,8,62,E,8,1010,E,8,193,E,8,3.0,E,8,-9990,0,0,-9990,0,0,2.108,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,15:00,657,1412,381,3,10,470,3,20,162,3,10,40995,3,10,36799,3,20,23857,3,10,-9990,0,0,5,E,8,4,E,8,19.8,E,8,12.3,E,8,62,E,8,1010,E,8,145,E,8,2.1,E,8,-9990,0,0,-9990,0,0,2.199,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,16:00,551,1412,307,3,10,451,3,20,131,3,10,32991,3,10,34721,3,20,19445,3,10,-9990,0,0,5,E,8,4,E,8,20.0,E,8,12.7,E,8,63,E,8,1010,E,8,266,E,8,3.6,E,8,-9990,0,0,-9990,0,0,2.258,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,17:00,384,1412,199,3,10,437,3,20,80,3,10,21510,3,10,34498,3,20,12136,3,10,-9990,0,0,6,E,8,5,E,8,19.6,E,8,12.3,E,8,62,E,8,1010,E,8,81,E,8,2.1,E,8,-9990,0,0,-9990,0,0,2.193,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,18:00,167,1412,72,3,10,272,3,20,40,3,10,7659,3,10,14178,3,20,5977,3,10,-9990,0,0,6,E,8,5,E,8,18.8,E,8,12.9,E,8,69,E,8,1010,E,8,245,E,8,2.6,E,8,-9990,0,0,-9990,0,0,2.285,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,19:00,2,123,0,3,10,0,3,20,0,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,5,E,8,5,E,8,17.7,E,8,14.6,E,8,82,E,8,1010,E,8,142,E,8,1.7,E,8,-9990,0,0,-9990,0,0,2.586,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,17.0,E,8,14.0,E,8,82,E,8,1010,E,8,236,E,8,1.7,E,8,-9990,0,0,-9990,0,0,2.477,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,16.4,E,8,13.4,E,8,82,E,8,1010,E,8,249,E,8,1.7,E,8,-9990,0,0,-9990,0,0,2.367,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,15.8,E,8,12.8,E,8,82,E,8,1010,E,8,210,E,8,0.9,E,8,-9990,0,0,-9990,0,0,2.280,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,15.1,E,8,12.1,E,8,83,E,8,1010,E,8,265,E,8,0.5,E,8,-9990,0,0,-9990,0,0,2.165,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/01/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,14.3,E,8,11.4,E,8,83,E,8,1010,E,8,216,E,8,0.4,E,8,-9990,0,0,-9990,0,0,2.055,E,8,0.109,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,13.6,E,8,11.9,E,8,90,E,8,1010,E,8,247,E,8,0.5,E,8,-9990,0,0,-9990,0,0,2.130,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,12.8,E,8,11.6,E,8,93,E,8,1010,E,8,220,E,8,2.1,E,8,-9990,0,0,-9990,0,0,2.093,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,12.0,E,8,11.5,E,8,97,E,8,1010,E,8,235,E,8,3.4,E,8,-9990,0,0,-9990,0,0,2.071,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,11.5,E,8,11.0,E,8,97,E,8,1010,E,8,65,E,8,2.8,E,8,-9990,0,0,-9990,0,0,2.010,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,11.1,E,8,10.6,E,8,97,E,8,1010,E,8,142,E,8,3.6,E,8,-9990,0,0,-9990,0,0,1.951,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,10.7,E,8,10.4,E,8,98,E,8,1010,E,8,80,E,8,2.6,E,8,-9990,0,0,-9990,0,0,1.925,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,10.4,E,8,10.4,E,8,100,E,8,1010,E,8,142,E,8,3.0,E,8,-9990,0,0,-9990,0,0,1.916,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,10.1,E,8,10.1,E,8,100,E,8,1009,E,8,74,E,8,1.2,E,8,-9990,0,0,-9990,0,0,1.875,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,09:00,5,198,0,3,10,0,3,20,0,3,10,63,3,10,11,3,20,63,3,10,-9990,0,0,1,E,8,1,E,8,10.0,E,8,10.0,E,8,100,E,8,1009,E,8,264,E,8,1.6,E,8,-9990,0,0,-9990,0,0,1.869,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,10:00,193,1412,84,3,10,283,3,20,46,3,10,8950,3,10,15902,3,20,6774,3,10,-9990,0,0,0,E,8,0,E,8,11.2,E,8,11.1,E,8,99,E,8,1009,E,8,271,E,8,1.3,E,8,-9990,0,0,-9990,0,0,2.011,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,11:00,405,1412,240,3,10,602,3,20,67,3,10,25624,3,10,52771,3,20,10485,3,10,-9990,0,0,0,E,8,0,E,8,13.2,E,8,12.1,E,8,93,E,8,1009,E,8,237,E,8,1.6,E,8,-9990,0,0,-9990,0,0,2.168,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,12:00,566,1412,366,3,10,563,3,20,140,3,10,39200,3,10,46382,3,20,20590,3,10,-9990,0,0,5,E,8,5,E,8,15.1,E,8,11.9,E,8,81,E,8,1009,E,8,301,E,8,1.0,E,8,-9990,0,0,-9990,0,0,2.132,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,13:00,666,1412,259,3,10,100,3,20,212,3,10,28914,3,10,9761,3,20,24306,3,10,-9990,0,0,10,E,8,9,E,8,15.5,E,8,12.6,E,8,82,E,8,1009,E,8,266,E,8,1.9,E,8,-9990,0,0,-9990,0,0,2.238,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,14:00,698,1412,356,3,10,274,3,20,221,3,10,38346,3,10,22579,3,20,27177,3,10,-9990,0,0,8,E,8,6,E,8,16.2,E,8,11.4,E,8,73,E,8,1009,E,8,241,E,8,2.3,E,8,-9990,0,0,-9990,0,0,2.065,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,15:00,660,1412,291,3,10,170,3,20,212,3,10,32057,3,10,14993,3,20,25051,3,10,-9990,0,0,9,E,8,8,E,8,16.4,E,8,10.5,E,8,68,E,8,1009,E,8,195,E,8,1.3,E,8,-9990,0,0,-9990,0,0,1.930,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,16:00,553,1412,375,3,10,621,3,20,132,3,10,40179,3,10,53388,3,20,19249,3,10,-9990,0,0,4,E,8,3,E,8,16.9,E,8,10.2,E,8,65,E,8,1009,E,8,247,E,8,2.1,E,8,-9990,0,0,-9990,0,0,1.891,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,17:00,387,1412,201,3,10,403,3,20,91,3,10,21393,3,10,29656,3,20,13272,3,10,-9990,0,0,5,E,8,4,E,8,16.6,E,8,9.8,E,8,64,E,8,1009,E,8,246,E,8,1.3,E,8,-9990,0,0,-9990,0,0,1.841,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,18:00,171,1412,59,3,10,119,3,20,45,3,10,6285,3,10,3029,3,20,5919,3,10,-9990,0,0,5,E,8,5,E,8,15.8,E,8,12.6,E,8,82,E,8,1009,E,8,276,E,8,1.7,E,8,-9990,0,0,-9990,0,0,2.247,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,19:00,2,132,0,3,10,0,3,20,0,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,5,E,8,5,E,8,14.6,E,8,11.7,E,8,83,E,8,1009,E,8,242,E,8,0.6,E,8,-9990,0,0,-9990,0,0,2.105,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,14.0,E,8,11.1,E,8,83,E,8,1009,E,8,258,E,8,0.4,E,8,-9990,0,0,-9990,0,0,2.017,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,13.5,E,8,11.3,E,8,86,E,8,1009,E,8,243,E,8,0.3,E,8,-9990,0,0,-9990,0,0,2.043,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,12.9,E,8,10.7,E,8,86,E,8,1009,E,8,290,E,8,0.2,E,8,-9990,0,0,-9990,0,0,1.963,E,8,0.090,E,8,0.20,E,8,0,-9990,0,0
01/02/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,12.2,E,8,9.8,E,8,85,E,8,1009,E,8,267,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.839,E,8,0.090,E,8,0.20,E,8,1,-9990,0,0
01/02/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,11.4,E,8,9.8,E,8,90,E,8,1009,E,8,323,E,8,0.0,E,8,-9990,0,0,-9990,0,0,1.840,E,8,0.090,E,8,0.20,E,8,2,-9990,0,0
01/03/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,11.4,E,8,9.7,E,8,89,E,8,1009,E,8,299,E,8,0.0,E,8,-9990,0,0,-9990,0,0,1.824,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,11.1,E,8,10.1,E,8,93,E,8,1009,E,8,305,E,8,0.0,E,8,-9990,0,0,-9990,0,0,1.879,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,10.7,E,8,9.4,E,8,91,E,8,1009,E,8,302,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.790,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,10.5,E,8,9.5,E,8,93,E,8,1009,E,8,306,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.802,E,8,0.079,E,8,0.20,E,8,1,-9990,0,0
01/03/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,10.4,E,8,9.8,E,8,96,E,8,1009,E,8,309,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.846,E,8,0.079,E,8,0.20,E,8,1,-9990,0,0
01/03/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,10.4,E,8,10.1,E,8,98,E,8,1009,E,8,306,E,8,0.1,E,8,-9990,0,0,-9990,0,0,1.878,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,10.3,E,8,9.8,E,8,97,E,8,1009,E,8,308,E,8,0.2,E,8,-9990,0,0,-9990,0,0,1.843,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,10.2,E,8,9.3,E,8,95,E,8,1009,E,8,300,E,8,0.3,E,8,-9990,0,0,-9990,0,0,1.784,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,09:00,5,197,0,3,10,0,3,20,0,3,10,65,3,10,11,3,20,65,3,10,-9990,0,0,6,E,8,6,E,8,10.2,E,8,9.5,E,8,95,E,8,1009,E,8,306,E,8,0.4,E,8,-9990,0,0,-9990,0,0,1.802,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,10:00,193,1412,70,3,10,104,3,20,56,3,10,7718,3,10,6737,3,20,6797,3,10,-9990,0,0,6,E,8,6,E,8,11.4,E,8,9.7,E,8,89,E,8,1009,E,8,282,E,8,0.5,E,8,-9990,0,0,-9990,0,0,1.827,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,11:00,405,1412,189,3,10,302,3,20,102,3,10,20375,3,10,25108,3,20,13167,3,10,-9990,0,0,6,E,8,6,E,8,13.3,E,8,10.6,E,8,84,E,8,1009,E,8,283,E,8,1.6,E,8,-9990,0,0,-9990,0,0,1.946,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,12:00,567,1412,279,3,10,291,3,20,162,3,10,30059,3,10,23876,3,20,20466,3,10,-9990,0,0,8,E,8,7,E,8,15.0,E,8,12.1,E,8,83,E,8,1009,E,8,250,E,8,1.6,E,8,-9990,0,0,-9990,0,0,2.158,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,13:00,668,1412,346,3,10,320,3,20,195,3,10,37412,3,10,27920,3,20,24203,3,10,-9990,0,0,8,E,8,6,E,8,16.3,E,8,10.8,E,8,70,E,8,1009,E,8,270,E,8,2.3,E,8,-9990,0,0,-9990,0,0,1.973,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,14:00,700,1412,369,3,10,330,3,20,206,3,10,39943,3,10,29053,3,20,25533,3,10,-9990,0,0,8,E,8,6,E,8,17.3,E,8,11.3,E,8,68,E,8,1009,E,8,239,E,8,1.5,E,8,-9990,0,0,-9990,0,0,2.052,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,15:00,662,1412,333,3,10,305,3,20,190,3,10,35986,3,10,26291,3,20,23654,3,10,-9990,0,0,8,E,8,6,E,8,17.9,E,8,11.1,E,8,64,E,8,1009,E,8,280,E,8,0.6,E,8,-9990,0,0,-9990,0,0,2.013,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,16:00,556,1412,284,3,10,354,3,20,144,3,10,30707,3,10,31700,3,20,18217,3,10,-9990,0,0,6,E,8,5,E,8,18.1,E,8,10.3,E,8,60,E,8,1009,E,8,249,E,8,1.2,E,8,-9990,0,0,-9990,0,0,1.908,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,17:00,390,1412,185,3,10,323,3,20,95,3,10,19617,3,10,19953,3,20,14108,3,10,-9990,0,0,6,E,8,5,E,8,17.8,E,8,13.4,E,8,75,E,8,1009,E,8,277,E,8,3.2,E,8,-9990,0,0,-9990,0,0,2.364,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,18:00,174,1412,71,3,10,247,3,20,40,3,10,7515,3,10,11772,3,20,6064,3,10,-9990,0,0,6,E,8,6,E,8,17.0,E,8,14.0,E,8,82,E,8,1009,E,8,249,E,8,5.6,E,8,-9990,0,0,-9990,0,0,2.476,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,19:00,3,141,0,3,10,0,3,20,0,3,10,0,3,10,0,3,20,0,3,10,-9990,0,0,6,E,8,5,E,8,16.1,E,8,10.8,E,8,71,E,8,1009,E,8,75,E,8,4.9,E,8,-9990,0,0,-9990,0,0,1.978,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,20:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,4,E,8,15.5,E,8,9.5,E,8,67,E,8,1010,E,8,67,E,8,2.8,E,8,-9990,0,0,-9990,0,0,1.805,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,21:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,14.7,E,8,11.7,E,8,83,E,8,1010,E,8,194,E,8,2.8,E,8,-9990,0,0,-9990,0,0,2.109,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,22:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,13.6,E,8,11.4,E,8,86,E,8,1010,E,8,178,E,8,3.2,E,8,-9990,0,0,-9990,0,0,2.059,E,8,0.079,E,8,0.20,E,8,2,-9990,0,0
01/03/2005,23:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,13.2,E,8,11.0,E,8,86,E,8,1010,E,8,85,E,8,2.8,E,8,-9990,0,0,-9990,0,0,2.002,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/03/2005,24:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,12.5,E,8,10.2,E,8,86,E,8,1010,E,8,115,E,8,2.8,E,8,-9990,0,0,-9990,0,0,1.901,E,8,0.079,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,01:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,11.6,E,8,9.4,E,8,86,E,8,1010,E,8,143,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.795,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,02:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,10.7,E,8,9.4,E,8,92,E,8,1010,E,8,195,E,8,1.7,E,8,-9990,0,0,-9990,0,0,1.795,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,03:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,9.8,E,8,9.5,E,8,98,E,8,1010,E,8,167,E,8,3.2,E,8,-9990,0,0,-9990,0,0,1.804,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,04:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,9.3,E,8,8.7,E,8,96,E,8,1010,E,8,63,E,8,3.6,E,8,-9990,0,0,-9990,0,0,1.705,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,05:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,8.8,E,8,8.5,E,8,98,E,8,1010,E,8,77,E,8,3.8,E,8,-9990,0,0,-9990,0,0,1.684,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,06:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,8.3,E,8,8.0,E,8,98,E,8,1010,E,8,65,E,8,1.9,E,8,-9990,0,0,-9990,0,0,1.626,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,07:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,7.9,E,8,7.7,E,8,98,E,8,1010,E,8,78,E,8,0.9,E,8,-9990,0,0,-9990,0,0,1.587,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
01/04/2005,08:00,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,7.6,E,8,7.3,E,8,98,E,8,1011,E,8,281,E,8,0.6,E,8,-9990,0,0,-9990,0,0,1.548,E,8,0.087,E,8,0.20,E,8,0,-9990,0,0
